"","va1","va2","va3"
"1156","CHMP6",0.0205063463318426,"IRF2"
"1157","CHMP7",0.268115651890686,"IRF2"
"1158","CYCS",-0.075395814110799,"IRF2"
"1159","DHX9",0.498340139139373,"IRF2"
"1160","ELANE",0.176799375664237,"IRF2"
"1161","GSDMA",0.256156238629934,"IRF2"
"1162","GSDMB",0.0379058418118691,"IRF2"
"1163","GSDMC",0.200055295965712,"IRF2"
"1164","GSDMD",-0.211874740055902,"IRF2"
"1165","GZMA",0.184156287440955,"IRF2"
"1166","GZMB",0.134394448553969,"IRF2"
"1167","IL18",0.172592795336981,"IRF2"
"1168","IL1A",0.148217310465702,"IRF2"
"1169","IL1B",0.237566271655255,"IRF2"
"1170","IRF1",0.255427125688734,"IRF2"
"1171","IRF2",1,"IRF2"
"1172","NAIP",0.372711291517364,"IRF2"
"1173","NLRC4",0.269108711988185,"IRF2"
"1174","NLRP1",0.27361181548647,"IRF2"
"1175","NLRP9",0.164857968867684,"IRF2"
"1176","TP53",0.170946547118629,"IRF2"
"1177","TP63",0.263266182958998,"IRF2"
"1178","ZBP1",0.274435370518762,"IRF2"
"1179","AIM2",0.486910692163445,"NAIP"
"1180","APIP",0.153825269224176,"NAIP"
"1181","BAK1",0.354358254409383,"NAIP"
"1182","BAX",0.128317777021121,"NAIP"
"1183","CASP1",0.395564014939511,"NAIP"
"1184","CASP3",0.340360498837329,"NAIP"
"1185","CASP4",0.401655357845964,"NAIP"
"1186","CASP5",0.475524598088202,"NAIP"
"1187","CASP8",0.455583722458326,"NAIP"
"1188","CHMP2A",-0.127857215446274,"NAIP"
"1189","CHMP2B",0.381752483719302,"NAIP"
"1190","CHMP3",0.485590718328195,"NAIP"
"1191","CHMP4A",0.0724491296617356,"NAIP"
"1192","CHMP4B",0.278469741828765,"NAIP"
"1193","CHMP4C",0.168073704216093,"NAIP"
"1194","CHMP6",-0.107815532941764,"NAIP"
"1195","CHMP7",0.319769024079095,"NAIP"
"1196","CYCS",0.195080051920463,"NAIP"
"1197","DHX9",0.370959237037582,"NAIP"
"1198","ELANE",0.071278228364161,"NAIP"
"1199","GSDMA",0.413843851304453,"NAIP"
"1200","GSDMB",0.101252157823509,"NAIP"
"1201","GSDMC",0.180521046115529,"NAIP"
"1202","GSDMD",-0.0865497735868808,"NAIP"
"1203","GZMA",0.348518452211209,"NAIP"
"1204","GZMB",0.319022705706783,"NAIP"
"1205","IL18",0.414641966513321,"NAIP"
"1206","IL1A",0.217846600438806,"NAIP"
"1207","IL1B",0.4185665888697,"NAIP"
"1208","IRF1",0.337851002901397,"NAIP"
"1209","IRF2",0.372711291517364,"NAIP"
"1210","NAIP",1,"NAIP"
"1211","NLRC4",0.574338468592614,"NAIP"
"1212","NLRP1",0.31605317464953,"NAIP"
"1213","NLRP9",0.0364937333162777,"NAIP"
"1214","TP53",0.240284101736989,"NAIP"
"1215","TP63",0.0936401591965007,"NAIP"
"1216","ZBP1",0.424744229638813,"NAIP"
"1217","AIM2",0.671619538015792,"NLRC4"
"1218","APIP",0.115218624718191,"NLRC4"
"1219","BAK1",0.351620291907412,"NLRC4"
"1220","BAX",0.212139324312588,"NLRC4"
"1221","CASP1",0.613400280197539,"NLRC4"
"1222","CASP3",0.259373487563622,"NLRC4"
"1223","CASP4",0.494320290790529,"NLRC4"
"1224","CASP5",0.611736289942335,"NLRC4"
"1225","CASP8",0.325034777564813,"NLRC4"
"1226","CHMP2A",-0.0851351185499343,"NLRC4"
"1227","CHMP2B",0.318246344983451,"NLRC4"
"1228","CHMP3",0.390449081809721,"NLRC4"
"1229","CHMP4A",0.16482581983466,"NLRC4"
"1230","CHMP4B",0.319063051008309,"NLRC4"
"1231","CHMP4C",0.0767607085569179,"NLRC4"
"1232","CHMP6",-0.0510453821832615,"NLRC4"
"1233","CHMP7",0.344501728395377,"NLRC4"
"1234","CYCS",0.169577047883615,"NLRC4"
"1235","DHX9",0.263764234042677,"NLRC4"
"1236","ELANE",0.0737136837472632,"NLRC4"
"1237","GSDMA",0.582187087473913,"NLRC4"
"1238","GSDMB",0.0466942574249022,"NLRC4"
"1239","GSDMC",0.184898511325646,"NLRC4"
"1240","GSDMD",0.00959220947197954,"NLRC4"
"1241","GZMA",0.601658099034727,"NLRC4"
"1242","GZMB",0.507079383772949,"NLRC4"
"1243","IL18",0.624874443821554,"NLRC4"
"1244","IL1A",0.350622128060846,"NLRC4"
"1245","IL1B",0.589330094658944,"NLRC4"
"1246","IRF1",0.432415637981956,"NLRC4"
"1247","IRF2",0.269108711988185,"NLRC4"
"1248","NAIP",0.574338468592614,"NLRC4"
"1249","NLRC4",1,"NLRC4"
"1250","NLRP1",0.396113147910546,"NLRC4"
"1251","NLRP9",0.00966280447655883,"NLRC4"
"1252","TP53",0.264750176308951,"NLRC4"
"1253","TP63",0.0832732829539771,"NLRC4"
"1254","ZBP1",0.585532178849055,"NLRC4"
"1255","AIM2",0.389700269956474,"NLRP1"
"1256","APIP",0.163414488820655,"NLRP1"
"1257","BAK1",0.219903994602634,"NLRP1"
"1258","BAX",0.201253147346991,"NLRP1"
"1259","CASP1",0.407116972571458,"NLRP1"
"1260","CASP3",0.277894371753126,"NLRP1"
"1261","CASP4",0.265124796959932,"NLRP1"
"1262","CASP5",0.256765231170832,"NLRP1"
"1263","CASP8",0.365371196098684,"NLRP1"
"1264","CHMP2A",-0.0233748442597712,"NLRP1"
"1265","CHMP2B",0.260917795698361,"NLRP1"
"1266","CHMP3",0.27766995848991,"NLRP1"
"1267","CHMP4A",0.0995336842147487,"NLRP1"
"1268","CHMP4B",0.207052432478674,"NLRP1"
"1269","CHMP4C",0.123734181607795,"NLRP1"
"1270","CHMP6",0.0298349491575748,"NLRP1"
"1271","CHMP7",0.229444639326728,"NLRP1"
"1272","CYCS",0.0952250732338816,"NLRP1"
"1273","DHX9",0.253831667796995,"NLRP1"
"1274","ELANE",0.0613160014701503,"NLRP1"
"1275","GSDMA",0.312223008385944,"NLRP1"
"1276","GSDMB",0.294943043425503,"NLRP1"
"1277","GSDMC",0.242160356770342,"NLRP1"
"1278","GSDMD",0.0804036212131261,"NLRP1"
"1279","GZMA",0.320404520564805,"NLRP1"
"1280","GZMB",0.243862826029648,"NLRP1"
"1281","IL18",0.370011902647959,"NLRP1"
"1282","IL1A",0.289579880274117,"NLRP1"
"1283","IL1B",0.221334788198957,"NLRP1"
"1284","IRF1",0.285714281487488,"NLRP1"
"1285","IRF2",0.27361181548647,"NLRP1"
"1286","NAIP",0.31605317464953,"NLRP1"
"1287","NLRC4",0.396113147910546,"NLRP1"
"1288","NLRP1",1,"NLRP1"
"1289","NLRP9",-0.0208210725279045,"NLRP1"
"1290","TP53",0.138352864054341,"NLRP1"
"1291","TP63",0.0809603343240987,"NLRP1"
"1292","ZBP1",0.367769827647313,"NLRP1"
"1293","AIM2",-0.0325890535670189,"NLRP9"
"1294","APIP",0.161121420106433,"NLRP9"
"1295","BAK1",0.156249201579942,"NLRP9"
"1296","BAX",0.0877476241025987,"NLRP9"
"1297","CASP1",-0.0258208349614334,"NLRP9"
"1298","CASP3",0.0750465891320819,"NLRP9"
"1299","CASP4",0.0373968705712126,"NLRP9"
"1300","CASP5",-0.0283209342897666,"NLRP9"
"1301","CASP8",0.149467187281962,"NLRP9"
"1302","CHMP2A",0.0256870698061762,"NLRP9"
"1303","CHMP2B",0.0475573253809052,"NLRP9"
"1304","CHMP3",0.184704769050046,"NLRP9"
"1305","CHMP4A",0.0262638493270521,"NLRP9"
"1306","CHMP4B",0.121926950010173,"NLRP9"
"1307","CHMP4C",0.160895722605199,"NLRP9"
"1308","CHMP6",0.0313818989491451,"NLRP9"
"1309","CHMP7",0.0870324380148116,"NLRP9"
"1310","CYCS",0.105803854662783,"NLRP9"
"1311","DHX9",0.183597603410947,"NLRP9"
"1312","ELANE",0.0208613759496876,"NLRP9"
"1313","GSDMA",-0.00676310059901523,"NLRP9"
"1314","GSDMB",0.0700175903925854,"NLRP9"
"1315","GSDMC",0.13857087383198,"NLRP9"
"1316","GSDMD",0.0905365982694242,"NLRP9"
"1317","GZMA",-0.0725204217049366,"NLRP9"
"1318","GZMB",-0.0287103847085279,"NLRP9"
"1319","IL18",-0.0433359133416624,"NLRP9"
"1320","IL1A",0.0378016543730932,"NLRP9"
"1321","IL1B",-0.0115662763729533,"NLRP9"
"1322","IRF1",0.0683758912328575,"NLRP9"
"1323","IRF2",0.164857968867684,"NLRP9"
"1324","NAIP",0.0364937333162777,"NLRP9"
"1325","NLRC4",0.00966280447655883,"NLRP9"
"1326","NLRP1",-0.0208210725279045,"NLRP9"
"1327","NLRP9",1,"NLRP9"
"1328","TP53",0.122356496330434,"NLRP9"
"1329","TP63",0.0776513032963183,"NLRP9"
"1330","ZBP1",0.0372234812849334,"NLRP9"
"1331","AIM2",0.233978794460106,"TP53"
"1332","APIP",0.226514919970134,"TP53"
"1333","BAK1",0.301356441243343,"TP53"
"1334","BAX",0.451163303069427,"TP53"
"1335","CASP1",0.0969178089488183,"TP53"
"1336","CASP3",0.282040757547304,"TP53"
"1337","CASP4",0.286147871947812,"TP53"
"1338","CASP5",0.167439878439547,"TP53"
"1339","CASP8",0.226342819151916,"TP53"
"1340","CHMP2A",0.0698506783229751,"TP53"
"1341","CHMP2B",0.153627799991088,"TP53"
"1342","CHMP3",0.469241349960214,"TP53"
"1343","CHMP4A",0.158263138438419,"TP53"
"1344","CHMP4B",0.289156694762657,"TP53"
"1345","CHMP4C",0.299475412477286,"TP53"
"1346","CHMP6",0.055490634631075,"TP53"
"1347","CHMP7",0.245766768510596,"TP53"
"1348","CYCS",0.0170283335139211,"TP53"
"1349","DHX9",0.425340546929801,"TP53"
"1350","ELANE",-0.00273350134897416,"TP53"
"1351","GSDMA",0.249941688470897,"TP53"
"1352","GSDMB",0.0449335138680026,"TP53"
"1353","GSDMC",0.106001178618693,"TP53"
"1354","GSDMD",0.141754470885397,"TP53"
"1355","GZMA",0.202096566686298,"TP53"
"1356","GZMB",0.147726810239293,"TP53"
"1357","IL18",0.289807952481758,"TP53"
"1358","IL1A",0.201616882720759,"TP53"
"1359","IL1B",0.192016714071287,"TP53"
"1360","IRF1",0.149353087418571,"TP53"
"1361","IRF2",0.170946547118629,"TP53"
"1362","NAIP",0.240284101736989,"TP53"
"1363","NLRC4",0.264750176308951,"TP53"
"1364","NLRP1",0.138352864054341,"TP53"
"1365","NLRP9",0.122356496330434,"TP53"
"1366","TP53",1,"TP53"
"1367","TP63",0.0382831352744657,"TP53"
"1368","ZBP1",0.259920598745259,"TP53"
"1369","AIM2",0.136622560355669,"TP63"
"1370","APIP",0.168800060790153,"TP63"
"1371","BAK1",0.0971582798150277,"TP63"
"1372","BAX",0.0773724613512254,"TP63"
"1373","CASP1",0.0896991315166107,"TP63"
"1374","CASP3",0.138126080758497,"TP63"
"1375","CASP4",-0.0424921112367372,"TP63"
"1376","CASP5",0.122949727808408,"TP63"
"1377","CASP8",0.150347164915752,"TP63"
"1378","CHMP2A",0.00172052821580465,"TP63"
"1379","CHMP2B",0.113996090445628,"TP63"
"1380","CHMP3",0.117125280546026,"TP63"
"1381","CHMP4A",-0.0496877922187284,"TP63"
"1382","CHMP4B",0.0488526347219696,"TP63"
"1383","CHMP4C",-0.00817895595831176,"TP63"
"1384","CHMP6",0.109667179573734,"TP63"
"1385","CHMP7",0.101769175405638,"TP63"
"1386","CYCS",-0.0653241859014904,"TP63"
"1387","DHX9",0.178043330083524,"TP63"
"1388","ELANE",0.031707146731803,"TP63"
"1389","GSDMA",0.0953969640259839,"TP63"
"1390","GSDMB",-0.0380094350161666,"TP63"
"1391","GSDMC",0.127717285255319,"TP63"
"1392","GSDMD",0.0289916724937872,"TP63"
"1393","GZMA",0.0516624367075631,"TP63"
"1394","GZMB",0.105674202220289,"TP63"
"1395","IL18",0.0451835750699532,"TP63"
"1396","IL1A",0.12503315105068,"TP63"
"1397","IL1B",0.0452666149111365,"TP63"
"1398","IRF1",0.0870900939628296,"TP63"
"1399","IRF2",0.263266182958998,"TP63"
"1400","NAIP",0.0936401591965007,"TP63"
"1401","NLRC4",0.0832732829539771,"TP63"
"1402","NLRP1",0.0809603343240987,"TP63"
"1403","NLRP9",0.0776513032963183,"TP63"
"1404","TP53",0.0382831352744657,"TP63"
"1405","TP63",1,"TP63"
"1406","ZBP1",0.0836894478365646,"TP63"
"1407","AIM2",0.792179318429159,"ZBP1"
"1408","APIP",0.0645829703347068,"ZBP1"
"1409","BAK1",0.278684629998962,"ZBP1"
"1410","BAX",0.253648881367478,"ZBP1"
"1411","CASP1",0.611551933218621,"ZBP1"
"1412","CASP3",0.275285043427802,"ZBP1"
"1413","CASP4",0.42000045637913,"ZBP1"
"1414","CASP5",0.589110112147421,"ZBP1"
"1415","CASP8",0.260578842605303,"ZBP1"
"1416","CHMP2A",0.0337513150251479,"ZBP1"
"1417","CHMP2B",0.195462752911281,"ZBP1"
"1418","CHMP3",0.231641090230201,"ZBP1"
"1419","CHMP4A",0.231834657731344,"ZBP1"
"1420","CHMP4B",0.291330928440428,"ZBP1"
"1421","CHMP4C",0.104780534678824,"ZBP1"
"1422","CHMP6",0.0623400499417122,"ZBP1"
"1423","CHMP7",0.247151825773938,"ZBP1"
"1424","CYCS",0.0282611173269836,"ZBP1"
"1425","DHX9",0.162450849181532,"ZBP1"
"1426","ELANE",0.104628378794693,"ZBP1"
"1427","GSDMA",0.524086476957882,"ZBP1"
"1428","GSDMB",0.127769269717551,"ZBP1"
"1429","GSDMC",0.0872333051353989,"ZBP1"
"1430","GSDMD",0.15558270771113,"ZBP1"
"1431","GZMA",0.7462343688543,"ZBP1"
"1432","GZMB",0.692524812764658,"ZBP1"
"1433","IL18",0.569643002172208,"ZBP1"
"1434","IL1A",0.200545519380246,"ZBP1"
"1435","IL1B",0.425900292679049,"ZBP1"
"1436","IRF1",0.552171637457125,"ZBP1"
"1437","IRF2",0.274435370518762,"ZBP1"
"1438","NAIP",0.424744229638813,"ZBP1"
"1439","NLRC4",0.585532178849055,"ZBP1"
"1440","NLRP1",0.367769827647313,"ZBP1"
"1441","NLRP9",0.0372234812849334,"ZBP1"
"1442","TP53",0.259920598745259,"ZBP1"
"1443","TP63",0.0836894478365646,"ZBP1"
"1444","ZBP1",1,"ZBP1"
